time,husky_odom_pose_x,husky_odom_pose_y,husky_odom_pose_theta,imu_orientation_x,imu_orientation_y,imu_orientation_z,imu_orientation_w,filtered_odom_pose_x,filtered_odom_pose_y,filtered_odom_pose_theta
1728293495.2736833,0.7630531142377908,0.37414351859260186,0.42833800878549827,0.000244638032061238,0.0001858133297672917,0.2939872826357487,0.9558092818518182,0.8375675932157356,0.24347659981172942,0.29290612568564195
1728293495.373836,0.7937543477361352,0.4136582169794079,0.4507527891505063,0.00024225194954416473,0.00018831791914216637,0.30572867189009734,0.9521186297067565,0.8785793221179684,0.2721755288689008,0.30571137469396126
1728293495.4738376,0.8224979884584167,0.45472324598717623,0.47281744398090036,0.0002471596104151132,0.00018891884371567856,0.30615451980111325,0.9519817819828,0.9197212181548329,0.30169634638977527,0.3063407365559974
1728293495.573909,0.8491468336869263,0.49713589619090676,0.4945974548258256,0.0002539583380880743,0.00018200329599863817,0.30930063180484346,0.9509642588158019,0.9599471400352726,0.3306881149812766,0.3091573240790785
1728293495.673834,0.8735659637009087,0.5406810486829852,0.5161407875013035,0.0002515660103606062,0.00019032355518977268,0.3313473606218861,0.943508784855974,0.999825173642922,0.3607355362916377,0.3303046276603062
1728293495.773729,0.8957760150917807,0.5853785790697418,0.5373530846373359,0.00027941858541541436,0.00019314322342476665,0.34749446224239183,0.9376819734493248,1.03824960774288,0.3926014495560056,0.34718832097702207
1728293495.8738008,0.915697664330038,0.6310497918851151,0.5581647042901858,0.0005538061107966405,0.0003412442901766464,0.36035065333544214,0.9328166934032895,1.0757141773079864,0.42546817189077557,0.35975743566359547
1728293495.9738202,0.9333885533842464,0.6778446169429063,0.5787287096563474,0.00023089162401234993,0.00020684895857804418,0.37457732398531424,0.927195627825416,1.1122644408763922,0.459649009776405,0.37430966741395116
1728293496.0739527,0.9487226235857604,0.7254688977406825,0.5989067544208008,0.00023072897767825203,0.0002082661736337441,0.3839444961536741,0.923356121581831,1.1479472209046606,0.49472723447605704,0.3837283586556507
1728293496.1738782,0.9616489854061774,0.7737635696772103,0.6187379560172098,0.00023180558780088012,0.0002104501812382736,0.39591940081957294,0.9182852117025304,1.1828094202645525,0.5305716058399519,0.3955926774889752
1728293496.273962,0.9721406964451564,0.8226174235466978,0.6381669851032342,0.00022991617979826044,0.00021376660412600763,0.4073104877912356,0.9132896955389648,1.2166590948954943,0.5673311858935559,0.40733103669912674
1728293496.373828,0.9801781467453287,0.8719187445058172,0.6571836649883783,0.000231532622704804,0.00021468243331066638,0.4075524082086584,0.9131817644190123,1.2499984780159596,0.6045416059952812,0.407886510846857
1728293496.4739332,0.9857458913422,0.9215675027969115,0.675796109429017,0.00023938929588772606,0.00021590854008271396,0.4075538696112528,0.9131811098797223,1.2833340876705326,0.6417634715134954,0.40791286860638937
1728293496.5738328,0.9888284985534426,0.9714288679771946,0.6939868865343439,0.00027894351547158667,0.0002918862663923719,0.40790634403441894,0.9130236861601109,1.316665374092486,0.6789901628503441,0.40822946128768367
1728293496.6738594,0.9894169514160182,1.021422569934694,0.7117692426090164,0.0002250401102193558,0.0002152941940469377,0.41228954919876315,0.9110528144003728,1.3498615555042375,0.7163806237310218,0.412430514927646
1728293496.7739208,0.9875072132372387,1.0713673273766453,0.7290964875042295,0.00022756832728102112,0.00021700884119698797,0.41345927323760695,0.9105225590251179,1.3830769747383742,0.7544077407382308,0.41389216802798634
1728293496.873751,0.9831040659837427,1.1211610825228944,0.7459728974226245,0.00022788323414351768,0.0002179358014359234,0.4134510564383593,0.9105262898473733,1.4156104345299347,0.7917073771615519,0.41390902213185365
1728293496.9738908,0.976247173828474,1.1705760419295541,0.7619143742277975,-0.0010704849515058622,9.418587577666944e-05,0.41585854703962744,0.9094286745232304,1.4483905251590543,0.8293446892155546,0.4159644856016151
1728293497.0739167,0.9673155692606813,1.2189625766237797,0.7749260378075605,-0.0009270192904144724,0.00015862660717896117,0.4349478809733999,0.9004551384214451,1.4799283442041253,0.866977055682681,0.4341224657179494
1728293497.173753,0.9563459051110034,1.2669441765051286,0.7893240740139081,0.0006485203927289523,3.830874108766186e-05,0.4576701430381743,0.8891218241192586,1.5096432082691575,0.9062523231645463,0.45707763710286087
